,--disable-avs,--disable-swscale,--disable-lavf,--disable-ffms,--disable-gpac,--disable-lsmash,--enable-lto,--enable-debug,--enable-gprof,--enable-strip,--enable-pic,--disable-asm,--enable-shared,--enable-static,--enable-bashcompletion,--disable-cli,--disable-bashcompletion,--disable-opencl,--disable-gpl,--disable-thread,--disable-win32thread,--disable-interlaced,--system-libx264,--bit-depth=8,--bit-depth=10,--bit-depth=all,--chroma-format=400,--chroma-format=420,--chroma-format=422,--chroma-format=444,--chroma-format=all,binary-size,unit,nr-of-gadgets
147,True,True,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,1521272,bytes,51996
148,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,2461784,bytes,86288
149,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,2348752,bytes,78182
150,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,1259856,bytes,44588
151,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,991152,bytes,38757
152,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True,False,False,1790688,bytes,58837
153,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,False,False,901368,bytes,33393
154,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,True,False,3096112,bytes,106878
155,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,1900840,bytes,64520
156,True,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,915216,bytes,33411
157,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,2246080,bytes,73291
158,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,829144,bytes,28664
159,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,1499808,bytes,48211
160,True,True,True,True,False,True,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,1464456,bytes,49437
161,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,3096112,bytes,106878
162,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,3096112,bytes,106878
163,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,True,2344048,bytes,77824
164,True,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,3096112,bytes,106878
165,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,1189080,bytes,42985
166,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,2595288,bytes,91585
167,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,2215920,bytes,71778
168,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,True,False,False,1347376,bytes,49821
169,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,True,False,False,False,3096112,bytes,106878
170,True,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,934824,bytes,31399
171,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,1461608,bytes,47762
172,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1736784,bytes,63126
173,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,3096112,bytes,106878
174,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,3096112,bytes,106878
175,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,1510272,bytes,52949
176,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,True,False,3096112,bytes,106878
177,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False,3096112,bytes,106878
178,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,1232952,bytes,45921
179,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,2925064,bytes,102638
180,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,1231624,bytes,41413
181,False,True,True,True,True,False,True,False,False,False,True,True,False,False,True,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,1422416,bytes,49343
182,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,3096112,bytes,106878
183,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,3096112,bytes,106878
184,True,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,True,True,True,True,False,True,False,True,False,False,False,False,3096112,bytes,106878
185,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,3096112,bytes,106878
186,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,3096112,bytes,106878
187,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1362400,bytes,46469
188,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,1017544,bytes,37198
189,True,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,2087304,bytes,71086
190,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,1663312,bytes,63011
191,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,2678136,bytes,92621
192,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,2200744,bytes,71293
193,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,1192112,bytes,47040
194,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1187440,bytes,38920
195,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,2824984,bytes,99580
196,False,False,False,True,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,2046408,bytes,70401
197,True,False,False,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,2077304,bytes,75982
198,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1113936,bytes,43162
199,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1836240,bytes,64448
