,--disable-option-checking,--disable-libtool-lock,--disable-largefile,--disable-threadsafe,--disable-tcl,--disable-readline,--disable-amalgamation,--disable-load-extension,--disable-math,--enable-shared=no,--enable-static,--enable-fast-install,--enable-releasemode,--enable-tempstore,--enable-editline,--enable-debug,--enable-all,--enable-memsys5,--enable-memsys3,--enable-fts3,--enable-fts4,--enable-fts5,--enable-json1,--enable-update-limit,--enable-geopoly,--enable-rtree,--enable-session,--enable-gcov,--with-pic,--with-gnu-ld,--with-tcl=/usr/lib64,binary-size,unit,nr-of-gadgets
150,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,True,True,False,False,10191936,bytes,79717
151,True,False,False,False,True,True,False,True,True,False,True,False,True,True,False,False,False,True,False,False,True,True,True,False,False,False,True,False,True,False,True,10049312,bytes,78385
152,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,10179248,bytes,79721
153,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,True,True,True,10125280,bytes,79627
154,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,10111712,bytes,79486
155,False,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,8544840,bytes,67364
156,True,True,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,8670848,bytes,68316
157,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,True,False,10202032,bytes,80354
158,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,True,10165744,bytes,79481
159,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,8530408,bytes,67248
160,True,True,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,10084600,bytes,78877
161,True,True,False,False,True,True,False,False,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,10213672,bytes,80035
162,True,True,False,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,8845936,bytes,69602
163,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True,False,True,False,True,True,False,True,True,True,True,True,False,True,10159120,bytes,79429
164,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,True,True,False,True,False,True,True,False,True,True,False,False,False,False,True,10165680,bytes,79509
165,False,True,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,False,False,True,True,True,False,False,True,True,False,False,True,True,False,10071800,bytes,79076
166,False,True,True,True,True,True,False,False,False,True,False,True,False,True,True,False,False,False,True,True,True,False,True,False,False,True,False,True,True,False,True,8500656,bytes,67171
167,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,8943504,bytes,70179
168,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,True,10216096,bytes,80202
169,True,True,True,True,False,False,True,True,True,False,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,True,10080056,bytes,79274
170,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,10240840,bytes,80084
171,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,False,True,True,False,10148952,bytes,79536
172,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,8591768,bytes,67731
173,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,10191144,bytes,79582
174,True,True,False,False,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,10213632,bytes,80003
175,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,10194400,bytes,79697
176,False,True,True,True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,10111128,bytes,79263
177,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,True,10097472,bytes,79333
178,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,True,True,False,True,10136360,bytes,79800
179,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,True,True,False,True,True,10148952,bytes,79536
180,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,True,True,True,False,False,10106120,bytes,79455
181,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,False,False,10108752,bytes,79416
182,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,10136360,bytes,79800
183,False,True,True,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,10188496,bytes,80474
184,True,True,False,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,10073528,bytes,79141
185,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,8857912,bytes,69824
186,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,True,10198496,bytes,80560
187,False,True,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,8663520,bytes,68196
188,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,False,False,True,False,10148952,bytes,79536
189,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,10213632,bytes,80003
190,True,True,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,True,True,False,True,True,True,True,False,10216136,bytes,80217
191,True,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,10073528,bytes,79141
192,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,10230864,bytes,80157
193,True,False,True,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,9606192,bytes,75794
194,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,True,True,True,False,True,False,10085176,bytes,79241
195,True,False,True,True,True,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,True,True,10080064,bytes,79255
196,False,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,10113840,bytes,79409
197,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,10196032,bytes,81048
198,False,True,False,False,True,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,10216096,bytes,80202
199,True,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,False,True,True,True,10199288,bytes,80510
